resource,noun,verb,condition,sequence,talker,refNoun,refVerb,refCond,en,he,comments
13,5,1,0,1,99,49,0,0,The rocks look like they've been dropped in place by a gigantic hand.,הסלעים נוטעים בך את התחושה כאילו יד ענקית נעלמת פיזרה אותם מלמעלה.,
13,6,1,0,1,99,0,0,0,You see some of the trees of the forest.,מולך מיתמרים כמה מעצי היער.,
14,1,4,0,1,99,141,1,129,You'd better not.  The bear isn't wearing a flea collar (just a locked chain).,לא כדאי לך. הדוב לא עונד קולר נגד פרעושים (רק שרשרת נעולה).,
14,1,36,0,1,99,83,118,129,"The bear seems to find your flowers tasty, but not very filling.","הדוב בהחלט מתלהב מטעמם של הפרחים, אבל הם לא ישביעו אותו.",
14,1,26,0,1,99,49,5,0,The bear won't let you near the lock.,הדוב לא יתן לך להתקרב אל המנעול.,
14,1,17,0,1,99,0,173,1,"Try as you might, you can't pick the lock.  It must be magical.","תנסה כמה שתרצה, אתה לא תצליח לפרוץ את המנעול. בטח הוא קסום.",
14,1,1,1,1,99,7,0,0,"Although looking somewhat scorched, the bear is still very dangerous.","למרות מראהו החרוך משהו, הדוב עדיין מסוכן מאוד.",שיניתי מאד (ארכאי) למאוד
14,1,1,2,1,99,0,6,6,"Stunned, the bear is temporarily frozen.","כשהוא המום, הדוב קופא באופן זמני.",
14,1,1,3,1,99,0,227,3,On one side of this cavern is a creature which looks like a large bear.  There is something attached to his leg.,בצידה האחד של המערה ישנו יצור שמראהו כשל דוב גדול. משהו קשור לרגליו.,
14,1,1,4,1,99,5,0,99,The bear appears docile for the time being.,הדוב מצטייר ככנוע וצייתן לעת עתה.,
14,1,1,5,1,99,47,109,97,The bear looks menacing and angry.  There is something attached to its leg.,הדוב נראה מסוכן ועצבני מאוד. שרשרת נעולה קשורה לרגלו.,
14,1,11,6,1,99,99,46,99,"You have made this bear very happy; it would be
wise to take advantage of his current mood.","שימחת את ליבו של הדוב; כעת יהיה זה
חכם מצידך לנצל את מצב רוחו הנוכחי.",
14,1,57,7,1,99,0,65,0,You know that bears can't talk!,מי כמוך יודע שדובים לא יכולים לדבר!,
14,1,57,8,1,99,0,0,0,"Hi there!  I represent Ditto Realty.  We have some LOVELY properties that are PROVEN bargains.  We know that's true, because we've sold them so many times.","שלום לך! אני מייצג את כנ""ל נדל""ן. יש לנו כמה נכסים נהדרים שרווחיותם אינה מוטלת בספק. אנחנו יודעים שזה נכון, כי מכרנו אותם כל כך הרבה פעמים.",
14,2,1,9,1,99,0,0,0,"Beyond the bear, the cave seems to continue.  The bear blocks the way.","מאחורי הדוב, המערה מתחפרת בעומק צלע ההר. הדוב חוסם את הדרך.",
14,2,1,10,1,99,0,0,0,An eerie luminescence emanates from a chamber deeper within the cave.,אור עמום מצמרר בוקע מתוך חדר קבור במעמקי המערה.,
14,3,0,5,1,99,0,0,0,A very large bear rears up as you approach.  It looks hungry and dangerous.,דוב גדול מימדים מזדקף לעברך בעודך מתקרב. הוא נראה רעב ומסוכן.,
14,3,0,11,1,99,0,27,67,"As your eyes adjust from sunlight to darkness, you examine the interior of this eerie cavern.  You sense something moving off to your right.","בשעה שעיניך מתרגלות מאור יום לאפילה מוחלטת, אתה בוחן את פנים המערה המסתורית. אתה חש תנועה כלשהי מימינך.",
14,3,0,12,1,99,0,0,0,The Kobold's key disappears as you turn it in the lock.,מפתח הקובולד מתפוגג כשאתה מסובב אותו בחור המנעול.,
14,3,50,9,1,99,0,0,128,There is no magic in the cavern.,אין כל קסם במערה.,
14,3,50,10,1,99,0,174,104,There is an aura of magic throughout the cavern.  It seems to center on the bear.,הילת קסם אופפת את המערה. נראה שהיא מתרכזת בדוב.,
14,3,1,0,1,99,0,0,0,"Once your eyes get adjusted to the dark, there's still nothing to see in here.","ברגע שעיניך התרגלו לחושך, עדיין אין מה לראות כאן.",
14,4,4,0,1,99,99,58,47,What could you possibly do with a stalagmite... or is it a stalactite?,מה כבר תוכל לעשות עם זקיף... או שמא זה נטיף?,
14,4,1,0,1,99,97,99,114,The stalagmites grow slowly... or are they stalactites?,הזקיפים צומחים באיטיות... או שזה בכלל נטיפים?,
14,5,4,0,1,99,111,114,101,What could you possibly do with a stalactite... or is it a stalagmite?,מה כבר תוכל לעשות עם זקיף... או שמא זה נטיף?,
14,5,1,0,1,99,0,0,0,The stalactites grow slowly... or are they stalagmites?,הזקיפים צומחים באיטיות... או שזה בכלל נטיפים?,
141,1,1,0,1,99,2,22,1,Behind the velvet curtains is an alcove leading to the offices of the Baron.,מאחורי וילונות הקטיפה מסתתר כוך קטן המוביל אל משרדי הברון.,
141,2,0,1,1,18,2,23,1,"""I sincerely hope you will continue on your valiant adventures in our land.  If anyone can rid the land of the brigands, it will be you.""","""כולי תקווה כי תמשיך במסעות ההרפתקה הנועזות על אדמתינו. אם מישהו יכול לגאול את הארץ מידי השודדים, זה אתה ולא אחר.""",
141,2,0,1,2,18,2,24,1,"""Someday in the near future, I can envision holding a ceremony in your honor and bestowing upon you the title, 'Hero of the Land of Spielburg'.""","""באחד הימים בעתיד לבוא, אני צופה כי נערוך לכבודך טקס מפואר ונכתיר אותך בתואר `הגיבור משפילבורג'.""",
141,2,0,2,1,18,2,25,1,"""As you leave the castle tomorrow, you will receive the reward money I long ago posted for the safe return of my son, as a token of my thanks.""","""כשתצא לדרכך מן הטירה מחר, אעניק לך את הפרס הכספי שהצעתי עבור חזרתו בשלום של בני, כאות הוקרה.""",
141,2,0,2,2,18,2,33,1,"""You will, of course, be expected to dine with us and be our guest in the castle tonight.""","""אנו מתכבדים כמובן להזמינך לסעוד איתנו את ארוחת הערב ולהעביר את הלילה אצלנו כאורח בטירתנו.""",
141,2,0,3,1,18,2,34,1,"""Words cannot express the gratitude I have towards you.""","""מילים לא יכולות להביע את רגשי התודה אשר אנו רוחשים כלפיך.""",
141,2,0,3,2,18,2,35,1,"""Not only have you freed the Baronet from enchantment and allowed my son to return to me, but you have renewed my hope that the curse may be lifted."" ","""לא רק שפדית את הבארונט מכבלי הכישוף והשבת את בני אל זרועותי, אלא אף נטעת בי תקווה חדשה כי יום יבוא והקללה תוסר.""",
141,2,0,3,3,18,2,36,1,"""My son, Baronet Barnard von Spielburg, also desires to acknowledge his indebtedness.""","""בני, בארונט ברנרד פון שפילבורג, גם הוא חפץ להביע את הערכתו והוקרתו.""",
141,2,0,3,4,18,2,37,1,"""Barnard.""","""ברנרד.""",
141,2,0,4,1,18,4,26,1,"""Do you have any questions?""","""יש לך שאלות נוספות?""",
141,2,0,5,1,18,4,27,1,"""A servant is awaiting you outside to show you to your quarters.  We will see you at supper later."" ","""משרת ממתין לך בחוץ וילווה אותך לחדרך. ניפגש מאוחר יותר לסעודת ערבית.""",
141,2,0,6,1,18,4,27,2,"""Furthermore, I understand you have rid our valley of a dangerous Kobold Magic User in order to free the Baronet von Spielburg.""","""יתרה מזאת, הבנתי כי פטרת את העמק שלנו מעולו של קוסם הקובולד הרשע תוך כדי שחרורו של בארונט פון שפילבורג.""",
141,2,0,6,2,18,4,28,1,"""You risked your life to singlehandedly defeat the foul Spellcaster.  You are a true hero, and I thank you."" ","""סיכנת את חייך ובמו ידיך הבסת את המכשף הנתעב. אתה גיבור אמיתי, והריני אסיר תודה לך על כך.""",
141,2,1,0,1,99,5,8,1,"The Baron von Spielburg looks like he was once a strong man, but sorrow has aged him greatly.","הברון משפילבורג עושה רושם של אדם חזק לשעבר, שזיקנה קפצה עליו מחמת צערו ויגונו.",
141,2,2,7,1,18,5,9,1,Baba Yaga,באבא יאגה,
141,2,2,8,1,18,5,9,2,Baron,ברון,
141,2,2,9,1,18,5,10,1,Brigands,שודדים,
141,2,2,10,1,18,5,11,1,Castle,טירה,
141,2,2,11,1,18,5,12,1,Curse,קללה,
141,2,2,12,1,18,5,13,1,Daughter,בת,
141,2,2,13,1,18,5,14,1,Brigand Leader,מנהיג השודדים,
141,2,2,14,1,18,5,15,1,Magic,קסם,
141,2,2,15,1,18,5,16,1,Prophecy,נבואה,
141,2,2,16,1,18,5,17,1,Reward,פרס,
141,2,2,17,1,18,5,18,1,Warlock,מכשף,
141,2,2,18,1,18,5,19,1,Yorick,יוריק,
141,2,5,7,1,18,5,20,1,"""I have attempted everything in my power to get her to go away.  I fear it will take some sort of magic to be able to counteract her evil magic.""","""עשיתי כל אשר לאל ידי לסלק אותה ממחוזותינו. חוששני כי יידרש סוג מסויים של קסם על מנת לבטל את השפעת כשפיה.""",
141,2,5,8,1,18,5,21,1,"""I am Stefan von Spielburg, 12th Baron of Spielburg castle.""","""אני הוא סטפן פון שפילבורג, הברון השנים עשר מטירת שפילבורג.""",
141,2,5,9,1,18,5,22,1,"""If I had more guards, I would wipe the brigands out myself, now that I have my son at my side.""","""לו רק היו לי יותר שומרים, הייתי מוחה את השודדים מעל פני האדמה בכוחות עצמי, עתה כשבני לצידי.""",
141,2,5,9,2,18,5,23,1,"""It will take some time before this castle and land have recovered from my sorrow, so I still think it will take a Hero to destroy the brigands.""","""יקח זמן מה עד שהטירה ואדמותיה ישתקמו מיגוני העמוק, כך שאני עדיין חושב כי רק גיבור טוב יוכל להשמיד את השודדים.""",
141,2,5,9,3,18,5,24,1,"""I know they have some sort of fortress at the far south of the valley.  I have heard rumors they have set up an ambush for all that approach.""","""אני יודע שהם בנו מעין מצודה בקצהו המרוחק של העמק. התגנבו לאוזני שמועות כי הם הציבו מארבים לכל מי שיעז להניח שם את כף רגלו.""",
141,2,5,9,4,18,5,25,1,"""It is also rumored that there is another way into their fortress, but I have no further knowledge about it.""","""השמועה גם אומרת שיש דרך נוספת להבקיע את מבצרם, אך אין לי עוד מידע בעניין"".",
141,2,5,10,1,18,10,0,1,"""This castle has been in the family for two centuries now.  It was a gift from King Siegfried the Third.""","""משפחתי אשר מחזיקה בטירה מזה כמאתיים שנה קיבלה אותה כמתנה מאת מלך סיגפריד השלישי.""",
141,2,5,11,1,18,10,9,1,"""Some years back, I tried to force the Ogress Baba Yaga to leave our valley, and she put a curse upon me that I should lose everything I held dear.""","""לפני כמה שנים, ניסיתי לאלץ את העוגית באבא יאגה לנטוש את עמקנו וכעונש היא הטילה עלי קללה שאאבד את כל היקר לי.""",
141,2,5,11,2,18,10,31,1,"""When I lost my daughter and my son, I lost all interest in living.  My lands have suffered because I suffered.""","""כשאיבדתי את ביתי ובני, איבדתי כל טעם בחיי. אדמותי סבלו בגלל שאני טבעתי ביגוני.""",
141,2,5,11,3,18,10,32,1,"""Now, though, with the return of my son, I trust the prophecy may yet come true, thanks to you.""","עתה, עם שובו של בני, בטוחני כי הנבואה סופה להתגשם, הודות לך.""",
141,2,5,12,1,18,12,116,2,"""My beautiful little daughter was stolen away ten years ago by Baba Yaga's magic.  She has never been found, despite all the searching that has been done for her."" ","""בתי היפייפיה נחטפה מאיתי לפני עשר שנים בכשפיה של באבא יאגה. היא מעולם לא נמצאה, חרף כל המשלחות שיצאו לחפש אחריה.""",
141,2,5,12,2,18,1,0,1,"""I thought she was lost forever, but you have renewed my hope that I will again have her beside me.""","""חשבתי שהיא אבדה לעד, אך אתה נטעת בי תקווה חדשה כי יום יבוא והיא תהיה שוב לצידי.""",
141,2,5,13,1,18,1,38,1,"""There have always been brigands around, but until their new leader and the warlock showed up a few years ago, they were not much of a problem.""","""תמיד שוטטו שודדים בסביבה, אולם עד שלא הופיעו המנהיג והמכשף לפני מספר שנים, הם לא היוו בעיה של ממש.""",
141,2,5,13,2,18,1,39,1,"""The leader seems to be a brilliant strategist who manages each raid with little loss.  Once their leader is gone, I am sure the brigands can be easily defeated.""","""המנהיג התגלה כאסטרטג מזהיר אשר מנהל פשיטות מוצלחות עם כמעט אפס נפגעים מצידו. ברגע שהמנהיג יחוסל, אני משוכנע שהשודדים יובסו בקלות.""",
